Symbol,Name,Sector,Industry
SORNW,Soren Acquisition Corp. Warrant,Finance,Blank Checks
TVAI,Thayer Ventures Acquisition Corporation II Class A Ordinary Shares,Others,Others
FFA,First Trust Enhanced Equity Income Fund Common Shares of Beneficial Interest,Finance,Investment Managers
FFC,Flaherty & Crumrine Preferred and Income Securities Fund Incorporated,Finance,Trusts Except Educational Religious and Charitable
FGSN,F&G Annuities & Life Inc. 7.300% Junior Subordinated Notes due 2065,Finance,Life Insurance
GRML,Greenland Mines Ltd. Common Stock,Others,Others
GSHRW,Gesher Acquisition Corp. II Warrants,Finance,Blank Checks
GSRF,GSR IV Acquisition Corp. Class A ordinary share,Others,Others
GSRFR,GSR IV Acquisition Corp. Rights,Others,Others
GSRVU,GSR V Acquisition Corp. Units,Others,Others
KEYY,Keystone Acquisition Corp. Class A Ordinary Shares,Finance,Blank Checks
KEYYU,Keystone Acquisition Corp. Unit,Finance,Blank Checks
KEYYW,Keystone Acquisition Corp. Warrants,Finance,Blank Checks
KFII,K&F Growth Acquisition Corp. II Class A Ordinary shares,Others,Others
AFJKU,Aimei Health Technology Co. Ltd Unit,Others,Others
KFIIU,K&F Growth Acquisition Corp. II Unit,Finance,Blank Checks
FCRS,FutureCrest Acquisition Corp. Class A Ordinary Shares,Finance,Blank Checks
FCT,First Trust Senior Floating Rate Income Fund II Common Shares of Beneficial Interest,Finance,Finance Companies
JACS,Jackson Acquisition Company II Class A Ordinary Shares,Others,Others
JBK,Lehman ABS 3.50 3.50% Adjustable Corp Backed Tr Certs GS Cap I,Finance,Finance: Consumer Services
JCE,Nuveen Core Equity Alpha Fund Common Shares of Beneficial Interest,Finance,Trusts Except Educational Religious and Charitable
JENA,Jena Acquisition Corporation II Class A Ordinary Shares,Finance,Blank Checks
JFR,Nuveen Floating Rate Income Fund Common Stock,Finance,Trusts Except Educational Religious and Charitable
JGH,Nuveen Global High Income Fund Common Shares of Beneficial Interest,Finance,Investment Managers
JLS,Nuveen Mortgage and Income Fund,Finance,Investment Managers
JMM,Nuveen Multi-Market Income Fund (MA),Finance,Trusts Except Educational Religious and Charitable
SHOTU,RMG ML Sports Holdings Unit,Others,Others
SIMA,SIM Acquisition Corp. I Class A Ordinary Shares,Miscellaneous,Industrial Machinery/Components
SIMAW,SIM Acquisition Corp. I Warrant,Finance,Blank Checks
KFIIR,K&F Growth Acquisition Corp. II Rights,Others,Others
GIXXR,GigCapital9 Corp. Rights,Finance,Blank Checks
GIXXU,GigCapital9 Corp. Units,Finance,Blank Checks
ALDF,Aldel Financial II Inc. Class A Ordinary Shares,Others,Others
ALF,Centurion Acquisition Corp. Class A Ordinary Shares,Others,Others
ALFUU,Centurion Acquisition Corp. Unit,Finance,Blank Checks
ALFUW,Centurion Acquisition Corp. Warrant,Finance,Blank Checks
ALIS,Calisa Acquisition Corp Ordinary shares,Others,Others
XSLL,Xsolla SPAC 1 Class A Ordinary Shares,Finance,Blank Checks
KF,Korea Fund Inc. (The) New Common Stock,Finance,Investment Managers
KIO,KKR Income Opportunities Fund Common Shares,Finance,Investment Managers
KKRT,KKR & Co. Inc. 6.875% Subordinated Notes due 2065,Finance,Investment Managers
GHXIU,Gores Holdings XI Inc. Units,Others,Others
GIW,GigCapital8 Corp. Class A Ordinary Shares,Others,Others
GIWWR,GigCapital8 Corp. Rights,Others,Others
TVACW,Texas Ventures Acquisition III Corp Warrants,Others,Others
GPAC,General Purpose Acquisition Corp. Class A Ordinary Shares,Others,Others
GPAT,GP-Act III Acquisition Corp. Class A Ordinary Share,Others,Others
GPATU,GP-Act III Acquisition Corp. Units,Others,Others
GPATW,GP-Act III Acquisition Corp. Warrants,Others,Others
JOF,Japan Smaller Capitalization Fund Inc Common Stock,Finance,Trusts Except Educational Religious and Charitable
JPC,Nuveen Preferred & Income Opportunities Fund,Finance,Investment Managers
JQC,Nuveen Credit Strategies Income Fund Shares of Beneficial Interest,Finance,Finance Companies
JRI,Nuveen Real Asset Income and Growth Fund Common Shares of Beneficial Interest,Finance,Finance Companies
WPAC,White Pearl Acquisition Corp. Class A Ordinary Shares,Finance,Blank Checks
WSO/B,Watsco Inc.,Others,Others
XFLH,XFLH Capital Corporation Ordinary Shares,Finance,Blank Checks
YCY,AA Mission Acquisition Corp. II Class A Ordinary Shares,Others,Others
TVA,Texas Ventures Acquisition III Corp Class A Ordinary Share,Others,Others
TVACU,Texas Ventures Acquisition III Corp Unit,Finance,Blank Checks
GIWWU,GigCapital8 Corp. Units,Others,Others
TLNCW,Talon Capital Corp. Warrants,Others,Others
TMSWW,Teamshares Inc. Warrants,Others,Others
TMTS,Spartacus Acquisition Corp. II Class A Ordinary Shares,Others,Others
GTEN,Gores Holdings X Inc. Class A ordinary shares,Others,Others
GTENU,Gores Holdings X Inc. Units,Others,Others
GTENW,Gores Holdings X Inc. Warrants,Others,Others
GTERA,Globa Terra Acquisition Corporation Class A Ordinary Shares,Finance,Blank Checks
GTERR,Globa Terra Acquisition Corporation Rights,Finance,Blank Checks
CIK,Credit Suisse Asset Management Income Fund Inc. Common Stock,Finance,Finance/Investors Services
CLM,Cornerstone Strategic Investment Fund Inc. Common Shares,Finance,Finance/Investors Services
HCAC,Hall Chadwick Acquisition Corp Class A Ordinary Shares,Consumer Discretionary,Auto Parts:O.E.M.
HCACR,Hall Chadwick Acquisition Corp Rights,Others,Others
HCACU,Hall Chadwick Acquisition Corp. Unit,Consumer Discretionary,Auto Parts:O.E.M.
HCIC,Hennessy Capital Investment Corp. VIII Class A Ordinary Shares,Others,Others
HLXC,Helix Acquisition Corp. III Class A Ordinary Shares,Others,Others
IIF,Morgan Stanley India Investment Fund Inc. Common Stock,Finance,Trusts Except Educational Religious and Charitable
IRAB,Iris Acquisition Corp II Class A Ordinary Shares,Others,Others
ISD,PGIM High Yield Bond Fund Inc.,Finance,Trusts Except Educational Religious and Charitable
IDE,Voya Infrastructure Industrials and Materials Fund Common Shares of Beneficial Interest,Finance,Finance/Investors Services
IFN,Aberdeen India Fund Inc. Common Stock,Finance,Finance/Investors Services
IGA,Voya Global Advantage and Premium Opportunity Fund Common Shares of Beneficial Interest,Finance,Investment Managers
IGD,Voya Global Equity Dividend and Premium Opportunity Fund,Finance,Trusts Except Educational Religious and Charitable
IGI,Western Asset Investment Grade Opportunity Trust Inc. Common Stock,Finance,Investment Managers
IGR,CBRE Global Real Estate Income Fund Common Shares of Beneficial Interest,Finance,Finance Companies
IHD,Voya Emerging Markets High Income Dividend Equity Fund Common Shares,Finance,Investment Managers
HAVAU,Harvard Ave Acquisition Corporation Unit,Finance,Blank Checks
FSSL,FS Specialty Lending Fund Common Shares of Beneficial Interest,Finance,Finance/Investors Services
HERZ,Herzfeld Credit Income Fund Inc. Common Stock,Finance,Investment Managers
AFJK,Aimei Health Technology Co. Ltd Ordinary Share,Others,Others
HCICU,Hennessy Capital Investment Corp. VIII Units,Others,Others
HVT/A,Haverty Furniture Companies Inc.,Others,Others
HYI,Western Asset High Yield Opportunity Fund Inc. Common Stock,Finance,Investment Managers
HYT,Blackrock Corporate High Yield Fund Inc. Common Stock,Finance,Finance Companies
IAE,Voya Asia Pacific High Dividend Equity Income Fund ING Asia Pacific High Dividend Equity Income Fund Common Shares of Beneficial Interest,Finance,Trusts Except Educational Religious and Charitable
JABRU,JAB Acquisition Corp I Unit,Others,Others
HACQ,HCM IV Acquisition Corp. Class A Ordinary Share,Finance,Blank Checks
HACQU,HCM IV Acquisition Corp. Unit,Others,Others
HACQW,HCM IV Acquisition Corp. Warrants,Finance,Blank Checks
ZTR,Virtus Total Return Fund Inc.,Finance,Investment Managers
BCV,Bancroft Fund Ltd.,Finance,Finance/Investors Services
TRGS,TRG Latin America Acquisitions Corp. Class A Ordinary Shares,Finance,Blank Checks
TRGSR,TRG Latin America Acquisitions Corp. Rights,Finance,Blank Checks
SDHI,Siddhi Acquisition Corp Class A Common stock,Finance,Blank Checks
SDHIR,Siddhi Acquisition Corp Right,Others,Others
TLNC,Talon Capital Corp. Class A Ordinary Shares,Others,Others
GTERW,Globa Terra Acquisition Corporation Warrants,Finance,Blank Checks
GUACU,Berto Acquisition Corp. II Unit,Others,Others
ISNRU,Snow Rothschild Acquisition Corp. Units,Finance,Blank Checks
ITHA,ITHAX Acquisition Corp III Class A Ordinary Shares,Others,Others
ITHAW,ITHAX Acquisition Corp III Warrants,Others,Others
TVAIR,Thayer Ventures Acquisition Corporation II Rights,Others,Others
TVAIU,Thayer Ventures Acquisition Corporation II Unit,Finance,Blank Checks
TVIVU,Texas Ventures Acquisition IV Corp Units,Others,Others
TWLV,Twelve Seas Investment Company III Class A Ordinary Shares,Finance,Blank Checks
TWLVR,Twelve Seas Investment Company III Rights,Finance,Blank Checks
TWLVU,Twelve Seas Investment Company III Units,Finance,Blank Checks
SCPQ,Social Commerce Partners Corporation Class A Ordinary Shares,Others,Others
SCPQU,Social Commerce Partners Corporation Unit,Others,Others
CRF,Cornerstone Total Return Fund Inc. (The) Common Stock,Finance,Finance/Investors Services
GTERU,Globa Terra Acquisition Corporation Units,Finance,Blank Checks
OBAWW,Oxley Bridge Acquisition Limited Warrants,Finance,Blank Checks
PNI,Pimco New York Municipal Income Fund II Common Shares of Beneficial Interest,Finance,Trusts Except Educational Religious and Charitable
CRAQ,Cal Redwood Acquisition Corp. Class A Ordinary Shares,Finance,Blank Checks
CRAQR,Cal Redwood Acquisition Corp. Right,Finance,Blank Checks
COLA,Columbus Acquisition Corp Ordinary Shares,Others,Others
COLAR,Columbus Acquisition Corp Rights,Finance,Blank Checks
COLAU,Columbus Acquisition Corp Unit,Others,Others
NRUC,National Rural Utilities Cooperative Finance Corporation 5.500% Subordinated Notes due 2064 (Subordinated Deferrable Interest Notes),Finance,Diversified Financial Services
OTGAU,OTG Acquisition Corp. I Unit,Finance,Blank Checks
OTGAW,OTG Acquisition Corp. I Warrants,Finance,Blank Checks
OXLCG,Oxford Lane Capital Corp. 7.95% Notes due 2032,Finance,Investment Managers
OXLCI,Oxford Lane Capital Corp. 8.75% Notes due 2030,Others,Others
OXSQH,Oxford Square Capital Corp. 7.75% Notes due 2030,Finance,Blank Checks
DSM,BNY Mellon Strategic Municipal Bond Fund Inc. Common Stock,Finance,Investment Managers
OYSER,Oyster Enterprises II Acquisition Corp Rights,Finance,Blank Checks
BBN,BlackRock Taxable Municipal Bond Trust Common Shares of Beneficial Interest,Finance,Finance Companies
PSBD,Palmer Square Capital BDC Inc. Common Stock,Others,Others
PTY,Pimco Corporate & Income Opportunity Fund,Finance,Investment Managers
PYT,PPlus Tr GSC-2 Tr Ctf Fltg Rate,Finance,Finance: Consumer Services
QLEP,Quantum Leap Acquisition Corp Class A Ordinary Shares,Others,Others
AVK,Advent Convertible and Income Fund,Finance,Trusts Except Educational Religious and Charitable
AWF,Alliancebernstein Global High Income Fund,Finance,Trusts Except Educational Religious and Charitable
AWP,abrdn Global Premier Properties Fund Common Shares of Beneficial Interest,Finance,Trusts Except Educational Religious and Charitable
OTGA,OTG Acquisition Corp. I Class A Ordinary Share,Finance,Blank Checks
ORIQ,Origin Investment Corp I Ordinary Shares,Others,Others
ONCH,1RT Acquisition Corp. Class A Ordinary Share,Others,Others
ONCHU,1RT Acquisition Corp. Units,Others,Others
ONCHW,1RT Acquisition Corp. Warrant,Finance,Blank Checks
OYSE,Oyster Enterprises II Acquisition Corp Class A Ordinary Shares,Finance,Blank Checks
PML,Pimco Municipal Income Fund II Common Shares of Beneficial Interest,Finance,Investment Managers
PMTV,PennyMac Mortgage Investment Trust 9.00% Senior Notes due 2030,Real Estate,Real Estate Investment Trusts
PMTW,PennyMac Mortgage Investment Trust 9.00% Senior Notes due 2030,Real Estate,Real Estate Investment Trusts
OFSSO,OFS Capital Corporation 7.50% Notes due 2028,Others,Others
DTSQR,DT Cloud Star Acquisition Corporation Right,Others,Others
DTSQU,DT Cloud Star Acquisition Corporation Units,Others,Others
NZF,Nuveen Municipal Credit Income Fund,Finance,Finance Companies
DNMX,Dynamix Corporation III Class A Ordinary Shares,Finance,Blank Checks
DTSQ,DT Cloud Star Acquisition Corporation Ordinary Shares,Others,Others
BCSS,Bain Capital GSS Investment Corp. Class A Ordinary Shares,Others,Others
BF/A,Brown Forman Corporation,Others,Others
BF/B,Brown Forman Corporation,Others,Others
BGB,Blackstone Strategic Credit 2027 Term Fund Common Shares of Beneficial Interest,Finance,Trusts Except Educational Religious and Charitable
BGH,Barings Global Short Duration High Yield Fund Common Shares of Beneficial Interests,Finance,Investment Managers
CEE,The Central and Eastern Europe Fund Inc. (The) Common Stock,Finance,Finance Companies
CFND,C1 Fund Inc. Common Stock,Others,Others
CICB,CION Investment Corporation 7.50% Notes due 2029,Finance,Finance/Investors Services
CICC,CION Investment Corporation 7.50% Notes due 2031,Finance,Finance/Investors Services
MUZE,Muzero Acquisition Corp Class A Ordinary Shares,Finance,Blank Checks
MUZEW,Muzero Acquisition Corp Warrant,Finance,Blank Checks
DSACW,Daedalus Special Acquisition Corp. Warrant,Finance,Blank Checks
DSC,DSC Holdings Ltd. American Depositary Shares,Others,Others
NUV,Nuveen Municipal Value Fund Inc. Common Stock,Finance,Trusts Except Educational Religious and Charitable
NUW,Nuveen AMT-Free Municipal Value Fund,Finance,Investment Managers
NVG,Nuveen AMT-Free Municipal Credit Income Fund,Finance,Investment Managers
NWAX,New America Acquisition I Corp. Class A Common Stock,Finance,Blank Checks
DSACU,Daedalus Special Acquisition Corp. Unit,Finance,Blank Checks
NBRGR,Newbridge Acquisition Limited Rights,Others,Others
NBRGU,Newbridge Acquisition Limited Unit,Finance,Blank Checks
BGT,BlackRock Floating Rate Income Trust,Finance,Trusts Except Educational Religious and Charitable
NPFD,Nuveen Variable Rate Preferred & Income Fund Common Shares,Finance,Trusts Except Educational Religious and Charitable
NPV,Nuveen Virginia Quality Municipal Income Fund Common Stock,Finance,Investment Managers
NRK,Nuveen New York AMT-Free Quality Municipal Income Fund,Finance,Trusts Except Educational Religious and Charitable
MYX,Maywood Acquisition Corp. 2 Class A Ordinary Share,Finance,Blank Checks
QRED,QuasarEdge Acquisition Corporation Ordinary Shares,Finance,Blank Checks
RA,Brookfield Real Assets Income Fund Inc. Common Stock,Finance,Investment Managers
RAC,Rithm Acquisition Corp. Class A Ordinary Shares,Others,Others
RCD,Ready Capital Corporation 9.00% Senior Notes due 2029,Real Estate,Real Estate Investment Trusts
EMAT,Evolution Metals & Technologies Corp. Common Stock,Others,Others
EMPD,Empery Digital Inc. Common stock,Others,Others
NMI,Nuveen Municipal Income Fund Inc. Common Stock,Finance,Trusts Except Educational Religious and Charitable
NMS,Nuveen Minnesota Quality Municipal Income Fund,Finance,Finance Companies
CHECU,Chenghe Acquisition III Co. Units,Finance,Blank Checks
CRAC,Crown Reserve Acquisition Corp. I Class A Ordinary Shares,Others,Others
RWTQ,Redwood Trust Inc. 9.500% Senior Notes Due 2030,Real Estate,Real Estate Investment Trusts
RWTS,Redwood Trust Inc. 9.75% Senior Notes Due 2031,Real Estate,Real Estate Investment Trusts
SABA,Saba Capital Income & Opportunities Fund II Shares of Beneficial Interest,Others,Others
SAC,Safeguard Acquisition Corp. Class A Ordinary Shares,Finance,Blank Checks
SAGU,Shreya Acquisition Group Class A Ordinary Shares,Finance,Blank Checks
SAV,Saratoga Investment Corp 7.50% Notes due 2031,Finance,Investment Managers
RVI,Robinhood Ventures Fund I Common Shares of Beneficial Interest,Others,Others
CEPS,Cantor Equity Partners VI Inc. Class A Ordinary Shares,Finance,Blank Checks
CEPT,Cantor Equity Partners II Inc. Class A Ordinary Share,Finance,Blank Checks
CEPV,Cantor Equity Partners V Inc. Class A Ordinary Shares,Others,Others
CGCFU,Cartesian Growth Corporation IV Unit,Others,Others
CGO,Calamos Global Total Return Fund Common Stock,Finance,Investment Managers
CHARR,Charlton Aria Acquisition Corporation Rights,Others,Others
CHEC,Chenghe Acquisition III Co. Class A Ordinary Share,Others,Others
RWTP,Redwood Trust Inc. 9.125% Senior Notes Due 2030,Real Estate,Real Estate Investment Trusts
CRACW,Crown Reserve Acquisition Corp. I Warrant,Others,Others
CRAN,Crane Harbor Acquisition Corp. II Class A Ordinary Shares,Finance,Blank Checks
CRANR,Crane Harbor Acquisition Corp. II Rights,Finance,Blank Checks
BGX,Blackstone Long Short Credit Income Fund Common Shares,Finance,Trusts Except Educational Religious and Charitable
BGY,Blackrock Enhanced International Dividend Trust,Finance,Trusts Except Educational Religious and Charitable
BHK,Blackrock Core Bond Trust,Finance,Finance Companies
BHV,BlackRock Virginia Municipal Bond Trust,Finance,Finance/Investors Services
BIII,Black Spade Acquisition III Co Class A Ordinary Shares,Finance,Blank Checks
BIO/B,Bio-Rad Laboratories Inc.,Others,Others
BIT,BlackRock Multi-Sector Income Trust Common Shares of Beneficial Interest,Finance,Trusts Except Educational Religious and Charitable
OCCIM,OFS Credit Company Inc. 7.875% Series F Term Preferred Stock,Others,Others
RCS,PIMCO Strategic Income Fund Inc.,Finance,Investment Managers
CMII,Columbus Circle Capital Corp II Class A Ordinary Shares,Finance,Blank Checks
CMIIW,Columbus Circle Capital Corp II Warrant,Finance,Blank Checks
